"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Wesley Matthews","DAL",73,2495,179,12,64,8,4,0,19,0.07497243660418963,0.1509433962264151,0.008281573498964804
"Dennis Schroder","ATL",79,2485,254,20,98,25,2,0,29,0.07757951900698215,0.0986908358509567,0.006756756756756757
"Kawhi Leonard","SAS",74,2475,533,20,207,45,15,2,52,0.14929388029589777,0.19043238270469182,0.0375
"Draymond Green","GSW",76,2471,213,0,83,10,1,0,27,0.11602209944751381,0.18043478260869567,0.003787878787878788
"Ricky Rubio","MIN",75,2469,285,29,84,12,5,1,44,0.12258953168044077,0.1596958174904943,0.025
"DeMarcus Cousins","NOP",72,2466,670,19,276,76,9,3,78,0.17399267399267399,0.21749408983451538,0.024390243902439025
"Goran Dragic","MIA",73,2460,377,27,107,26,33,0,33,0.11308562197092084,0.1168122270742358,0.10248447204968944
"Courtney Lee","NYK",77,2459,98,6,36,9,1,0,13,0.050546448087431695,0.07792207792207792,0.003703703703703704
"Serge Ibaka","TOR",79,2422,125,1,51,16,0,0,19,0.05014749262536873,0.07285714285714286,0
"Elfrid Payton","ORL",82,2412,211,0,96,29,0,0,24,0.09805924412665985,0.11524609843937575,0
"Andre Drummond","DET",81,2410,355,0,158,39,0,0,39,0.1533980582524272,0.1544477028347996,0
"Marcus Smart","BOS",79,2399,250,1,77,18,8,1,46,0.10429447852760736,0.16176470588235295,0.02359882005899705
"Jordan Clarkson","LAL",82,2397,168,12,72,19,7,3,8,0.0700354609929078,0.09375,0.019444444444444445
"Steven Adams","OKC",80,2389,256,0,118,28,0,0,27,0.15838926174496645,0.1586021505376344,0
"Andre Roberson","OKC",79,2376,111,0,41,7,0,0,18,0.08249496981891348,0.13099041533546327,0
"Markieff Morris","WAS",76,2374,215,0,96,17,2,0,18,0.10103092783505155,0.12435233160621761,0.010101010101010102
"Solomon Hill","NOP",80,2374,128,0,54,8,2,0,11,0.10646387832699619,0.2125984251968504,0.007352941176470588
"Michael Kidd-Gilchrist","CHA",81,2350,194,0,100,19,0,0,7,0.1430615164520744,0.14492753623188406,0
"Paul Millsap","ATL",69,2343,405,0,180,39,1,0,41,0.16247755834829444,0.20642201834862386,0.004132231404958678
"Tristan Thompson","CLE",78,2337,213,0,88,15,0,0,26,0.17254901960784313,0.17357001972386588,0
"Tony Snell","MIL",80,2336,58,1,20,4,1,0,9,0.03763440860215054,0.09900990099009901,0.0028089887640449437
"Jae Crowder","BOS",72,2335,217,4,89,18,5,0,19,0.11809045226130653,0.22418136020151133,0.012531328320802004
"LaMarcus Aldridge","SAS",72,2335,271,2,112,17,0,0,31,0.0979020979020979,0.10294117647058823,0
"Eric Gordon","HOU",75,2323,175,3,78,24,6,2,13,0.0782122905027933,0.19070904645476772,0.009022556390977444
"Aaron Gordon","ORL",80,2298,217,0,112,29,0,0,11,0.11814345991561181,0.1644640234948605,0
"Marvin Williams","CHA",76,2295,150,0,54,17,3,0,25,0.07661290322580645,0.13953488372093023,0.008403361344537815
"Mike Conley","MEM",69,2292,368,26,108,28,27,2,39,0.12118491921005387,0.16119402985074627,0.060810810810810814
"Brandon Ingram","LAL",79,2279,214,0,89,23,4,0,24,0.12301587301587301,0.15752212389380532,0.020942408376963352
"Robin Lopez","CHI",81,2271,104,0,46,15,0,0,14,0.05707196029776675,0.05721393034825871,0
"Allen Crabbe","POR",79,2254,124,0,45,12,10,2,10,0.07994186046511628,0.11904761904761904,0.03225806451612903
"Kyle Lowry","TOR",60,2244,365,9,132,32,32,9,23,0.1575408261287224,0.24,0.06517311608961303
"Thaddeus Young","IND",74,2237,86,0,39,12,0,0,10,0.0546218487394958,0.06543624161073826,0
"PJ Tucker","TOR",81,2236,93,0,35,7,0,0,15,0.06862745098039216,0.11146496815286625,0
"Evan Fournier","ORL",68,2234,277,19,108,30,1,0,35,0.10802775024777007,0.16666666666666666,0.002770083102493075
"Maurice Harkless","POR",77,2223,124,0,62,13,0,0,7,0.09212481426448738,0.12943632567849686,0
"Victor Oladipo","OKC",67,2223,154,4,68,17,2,0,13,0.07106598984771574,0.10776545166402536,0.005649717514124294
"Brook Lopez","BKN",75,2222,364,8,185,53,0,0,20,0.1418711656441718,0.20174482006543076,0
"Dwight Howard","ATL",74,2199,424,0,194,38,0,0,37,0.25227568270481143,0.2529335071707953,0
"JJ Redick","LAC",78,2198,202,24,43,7,18,7,31,0.06510138740661686,0.09388646288209607,0.037578288100208766
"Wilson Chandler","DEN",71,2197,194,0,85,34,4,1,24,0.08962739174219536,0.1280120481927711,0.0121580547112462
"Al Horford","BOS",68,2193,135,0,63,23,0,0,16,0.07491082045184304,0.10517529215358931,0
"Jrue Holiday","NOP",67,2190,168,4,69,12,0,0,19,0.07263157894736842,0.1031390134529148,0
"Nik Stauskas","PHI",80,2188,150,6,58,6,4,1,12,0.0899854862119013,0.17737003058103976,0.011049723756906077
"Tyler Johnson","MIA",73,2178,254,9,103,19,2,0,26,0.11538461538461539,0.15653495440729484,0.007936507936507936
"Eric Bledsoe","PHX",66,2176,457,18,160,40,23,0,45,0.1554800339847069,0.1895734597156398,0.06906906906906907
"Kristaps Porzingis","NYK",66,2164,251,9,115,27,2,0,17,0.10883720930232559,0.15151515151515152,0.006329113924050633
"Nikola Vucevic","ORL",75,2163,160,0,60,13,0,0,27,0.055658627087198514,0.05982053838484546,0
"Jamal Crawford","LAC",82,2157,203,15,66,15,9,3,25,0.08090614886731391,0.11018363939899833,0.027439024390243903
"Tim Hardaway Jr.","ATL",79,2153,214,0,81,22,9,2,26,0.09202453987730061,0.14620938628158844,0.02122641509433962
"Mason Plumlee","DEN",81,2148,300,0,131,30,0,0,34,0.18093922651933703,0.18245125348189414,0
"Ersan Ilyasova","ATL",82,2142,207,3,86,16,5,2,19,0.09449636552440291,0.15412186379928317,0.012345679012345678
"Danilo Gallinari","DEN",63,2134,387,20,147,19,8,3,38,0.1755379388448471,0.26534296028880866,0.0243161094224924
"T.J. McConnell","PHI",81,2133,90,1,35,7,0,0,13,0.06481481481481481,0.07216494845360824,0
"Julius Randle","LAL",74,2132,282,0,133,36,2,0,23,0.15481651376146788,0.16480793060718713,0.03076923076923077
"Dario Saric","PHI",81,2129,220,0,100,24,0,0,22,0.09970089730807577,0.1510574018126888,0
"Robert Covington","PHI",67,2119,174,5,72,9,4,1,12,0.09523809523809523,0.18798955613577023,0.00963855421686747
"Ryan Anderson","HOU",72,2117,150,2,60,11,3,0,15,0.07636363636363637,0.189873417721519,0.005893909626719057
"JaMychal Green","MEM",77,2101,167,0,71,17,2,0,18,0.13129496402877697,0.17359413202933985,0.013605442176870748
"James Johnson","MIA",76,2085,215,0,109,33,0,0,15,0.1289940828402367,0.18505942275042445,0
"Bojan Bogdanovic","WAS",81,2083,243,13,94,25,5,1,27,0.10784313725490197,0.18007662835249041,0.012626262626262626
"Derrick Rose","NYK",64,2082,253,1,128,26,0,0,11,0.11862835959221502,0.1256133464180569,0
"Blake Griffin","LAC",61,2076,421,0,186,40,0,0,45,0.1665174574753805,0.1852589641434263,0
"Kevin Durant","GSW",62,2070,384,3,168,45,11,1,30,0.1544434857635893,0.2007168458781362,0.034161490683229816
"Jonas Valanciunas","TOR",80,2066,217,0,99,20,0,0,20,0.1267605633802817,0.12708600770218229,0
"Darren Collison","SAC",68,2063,171,30,58,12,1,1,18,0.07763157894736843,0.09914529914529914,0.005714285714285714
"Patrick Beverley","HOU",67,2058,95,1,38,8,2,0,10,0.06956521739130435,0.13333333333333333,0.006896551724137931
"Austin Rivers","LAC",74,2054,191,0,88,25,1,0,19,0.1119496855345912,0.17777777777777778,0.0033333333333333335
"TJ Warren","PHX",66,2048,154,1,68,15,1,0,15,0.07949308755760369,0.08842652795838751,0.010101010101010102
"Jameer Nelson","DEN",75,2045,63,3,17,4,2,0,12,0.030694668820678513,0.04941860465116279,0.007272727272727273
"Nikola Jokic","DEN",73,2038,228,0,86,27,4,0,36,0.09814612868047982,0.1111111111111111,0.027972027972027972
"Seth Curry","DAL",70,2029,100,11,31,11,6,3,13,0.05096418732782369,0.0773067331670823,0.018461538461538463
"Cory Joseph","TOR",80,2003,122,1,50,12,1,0,16,0.07285714285714286,0.08865248226950355,0.007352941176470588
"Monta Ellis","IND",74,1998,128,2,58,15,1,0,11,0.09816971713810316,0.12473118279569892,0.007352941176470588
"Andre Iguodala","GSW",76,1998,102,0,32,4,4,1,16,0.08071748878923767,0.12030075187969924,0.022222222222222223
"Lou Williams","HOU",81,1993,457,7,140,31,55,6,24,0.16868512110726644,0.2118003025718608,0.1111111111111111
"Taj Gibson","OKC",78,1989,158,0,79,21,0,0,11,0.10299869621903521,0.10477453580901856,0
"Matthew Dellavedova","MIL",76,1986,96,15,23,5,0,0,21,0.041666666666666664,0.06824925816023739,0
"Malcolm Brogdon","MIL",75,1982,126,6,46,13,1,0,19,0.07025411061285501,0.0968421052631579,0.005154639175257732
"Joe Ingles","UTA",82,1972,68,1,15,2,3,0,15,0.03854389721627409,0.08108108108108109,0.010638297872340425
"Rodney McGruder","MIA",78,1966,71,0,25,5,2,0,10,0.056016597510373446,0.09615384615384616,0.009009009009009009
"Kent Bazemore","ATL",73,1963,168,0,66,11,2,0,21,0.08740359897172237,0.12941176470588237,0.007462686567164179
"Ish Smith","DET",81,1955,102,0,43,6,0,0,11,0.054707379134860054,0.0631424375917768,0
"Terrence Ross","ORL",78,1955,77,3,19,7,11,1,6,0.0390625,0.051771117166212535,0.02743142144638404
"Frank Kaminsky","CHA",75,1954,156,0,77,19,1,0,9,0.09059233449477352,0.15217391304347827,0.0028169014084507044
"Jon Leuer","DET",75,1944,113,4,50,15,0,0,12,0.07342143906020558,0.09727626459143969,0
"Iman Shumpert","CLE",76,1937,90,1,33,2,1,0,11,0.06525911708253358,0.1274131274131274,0.003816793893129771
"Chris Paul","LAC",61,1921,260,26,31,7,8,1,79,0.04779411764705882,0.0611439842209073,0.025889967637540454
"Tony Allen","MEM",71,1914,130,0,59,13,0,0,13,0.09204368174726989,0.10051107325383304,0
"Buddy Hield","SAC",82,1888,76,10,26,4,3,0,5,0.036616161616161616,0.06341463414634146,0.007853403141361256
"Kevin Love","CLE",60,1885,295,3,105,20,9,1,39,0.11875,0.18650088809946713,0.022670025188916875
"DeMarre Carroll","TOR",72,1881,117,0,50,4,5,1,4,0.09166666666666666,0.18115942028985507,0.015432098765432098
"Joe Johnson","UTA",78,1843,77,13,27,6,0,0,8,0.04173106646058733,0.06940874035989718,0
"Rajon Rondo","CHI",69,1843,50,0,17,5,1,0,9,0.0313588850174216,0.038636363636363635,0.007462686567164179
"Avery Bradley","BOS",55,1835,93,6,31,7,3,1,13,0.04244694132334582,0.05938697318007663,0.010752688172043012
"Greg Monroe","MIL",81,1823,239,0,126,36,0,0,12,0.15441176470588236,0.15517241379310345,0
"E'Twaun Moore","NOP",73,1820,74,1,32,9,0,0,9,0.04984423676012461,0.07373271889400922,0
"D'Angelo Russell","LAL",63,1811,188,5,71,15,4,1,23,0.08099352051835854,0.13172541743970315,0.0103359173126615
"Danny Green","SAS",68,1807,32,0,11,0,2,1,3,0.028199566160520606,0.0738255033557047,0.00641025641025641
"Brandon Jennings","WAS",81,1801,152,0,55,9,7,1,16,0.10562180579216354,0.16717325227963525,0.027131782945736434
"Vince Carter","MEM",73,1800,115,2,38,4,2,0,18,0.07604562737642585,0.16666666666666666,0.006711409395973154
"Bismack Biyombo","ORL",81,1793,234,0,104,18,0,0,22,0.2447058823529412,0.2447058823529412,0
"Dwyane Wade","CHI",60,1792,281,4,139,30,0,0,15,0.13063909774436092,0.1512513601741023,0
"Luc Mbah a Moute","LAC",80,1787,87,0,47,15,0,0,4,0.11463414634146342,0.15666666666666668,0
"Zach Randolph","MEM",73,1786,193,2,86,21,0,0,20,0.08357628765792031,0.09197860962566845,0
"Gary Harris","DEN",57,1782,134,0,60,17,1,1,15,0.08970588235294118,0.1411764705882353,0.00392156862745098
"Marco Belinelli","CHA",74,1777,168,7,39,8,17,1,22,0.08459214501510574,0.10743801652892562,0.056856187290969896
"CJ Miles","IND",76,1776,93,6,36,11,8,1,2,0.06480117820324006,0.13688212927756654,0.019230769230769232
"Matt Barnes","GSW",74,1776,89,1,28,3,3,1,14,0.062,0.11914893617021277,0.011320754716981131
"Al-Farouq Aminu","POR",61,1773,136,0,68,13,1,0,5,0.13218390804597702,0.22006472491909385,0.004694835680751174
"Jamal Murray","DEN",82,1764,120,11,39,10,7,2,12,0.060209424083769635,0.09397590361445783,0.02005730659025788
"Rondae Hollis-Jefferson","BKN",78,1761,253,0,124,23,0,0,14,0.19284603421461896,0.2152777777777778,0
"Patty Mills","SAS",80,1754,80,5,21,5,6,1,11,0.04205607476635514,0.07446808510638298,0.016666666666666666
"Trevor Booker","BKN",71,1754,110,0,55,18,0,0,9,0.0875796178343949,0.1,0
"Sean Kilpatrick","BKN",70,1754,242,10,99,23,1,0,27,0.12315270935960591,0.19681908548707752,0.003236245954692557
"Kyle Korver","CLE",67,1753,42,11,7,3,3,0,6,0.019157088122605363,0.04375,0.008287292817679558
"Zach LaVine","MIN",47,1749,140,11,61,15,0,0,11,0.08068783068783068,0.1367713004484305,0
"Marquese Chriss","PHX",82,1743,181,0,74,16,0,0,26,0.1072463768115942,0.15879828326180256,0
"Ty Lawson","SAC",69,1732,217,0,87,18,5,1,24,0.1546218487394958,0.1839323467230444,0.040983606557377046
"Garrett Temple","SAC",65,1728,74,8,26,8,0,0,12,0.057777777777777775,0.11304347826086956,0
"Jabari Parker","MIL",51,1728,218,0,112,29,1,0,10,0.12583518930957685,0.15577190542420027,0.00558659217877095
"Cody Zeller","CHA",62,1726,196,0,85,21,0,0,24,0.16765285996055226,0.16798418972332016,0
"Will Barton","DEN",60,1705,190,6,79,20,6,0,14,0.11627906976744186,0.16122448979591836,0.024896265560165973
"Raymond Felton","LAC",80,1700,64,0,24,5,1,0,9,0.04681647940074907,0.061696658097686374,0.006896551724137931
"Nikola Mirotic","CHI",70,1679,128,1,46,9,6,0,13,0.07784431137724551,0.16140350877192983,0.015665796344647518
"Gerald Henderson","PHI",72,1667,165,6,57,13,3,1,26,0.1001669449081803,0.13443396226415094,0.017142857142857144
"Evan Turner","POR",65,1659,103,1,45,16,0,0,14,0.0774526678141136,0.09719222462203024,0
"Deron Williams","CLE",64,1657,109,14,44,12,5,3,5,0.07728706624605679,0.11055276381909548,0.0211864406779661
"Dante Cunningham","NOP",66,1649,27,0,13,3,0,0,2,0.03523035230352303,0.06914893617021277,0
"Isaiah Whitehead","BKN",73,1644,113,5,51,10,0,0,8,0.09289617486338798,0.1275,0
"Dorian Finney-Smith","DAL",81,1642,61,0,28,3,0,0,4,0.0782122905027933,0.16766467065868262,0
"Justin Holiday","NYK",82,1639,80,1,29,6,4,0,8,0.0584070796460177,0.10069444444444445,0.01444043321299639
"Domantas Sabonis","OKC",81,1631,67,0,33,9,0,0,5,0.06534653465346535,0.0953757225433526,0
"Pau Gasol","SAS",64,1627,184,0,79,16,0,0,21,0.1184407796101949,0.14031971580817051,0
"Josh Richardson","MIA",53,1614,77,5,25,5,1,0,12,0.04868913857677903,0.08169934640522876,0.0043859649122807015
"Richard Jefferson","CLE",79,1614,108,0,40,10,6,1,11,0.12169312169312169,0.21390374331550802,0.031413612565445025
"Amir Johnson","BOS",80,1608,100,0,45,10,1,0,9,0.11330049261083744,0.13274336283185842,0.014925373134328358
"Kelly Oubre Jr.","WAS",79,1605,99,0,50,10,0,0,5,0.1037344398340249,0.17006802721088435,0
"Patrick Patterson","TOR",65,1598,60,0,22,4,2,0,7,0.0594059405940594,0.1476510067114094,0.00784313725490196
"Thabo Sefolosha","ATL",62,1596,75,0,31,2,1,0,6,0.07529411764705882,0.10197368421052631,0.008264462809917356
"Rodney Hood","UTA",59,1593,115,6,43,8,3,0,11,0.06534090909090909,0.10913705583756345,0.00967741935483871
"Tony Parker","SAS",63,1587,117,1,54,14,0,0,11,0.08866995073891626,0.1,0
"Arron Afflalo","SAC",61,1580,93,10,29,6,3,1,12,0.07191011235955057,0.09931506849315068,0.0196078431372549
"Alex Len","PHX",77,1560,208,0,99,21,0,0,16,0.18299445471349354,0.18714555765595464,0
"Nick Young","LAL",60,1556,90,2,22,5,16,6,7,0.05757575757575758,0.09606986899563319,0.037122969837587005
"Clint Capela","HOU",65,1551,177,0,91,23,0,0,9,0.14421553090332806,0.14421553090332806,0
"George Hill","UTA",49,1544,196,8,65,19,12,0,21,0.11596385542168675,0.15513126491646778,0.04897959183673469
"Kelly Olynyk","BOS",75,1538,123,2,50,12,0,0,17,0.09157509157509157,0.14124293785310735,0
"D.J. Augustin","ORL",78,1538,161,3,58,10,7,0,16,0.11363636363636363,0.19931271477663232,0.02491103202846975
"Jeff Green","ORL",69,1534,168,4,81,20,1,0,10,0.13225806451612904,0.19014084507042253,0.005154639175257732
"Enes Kanter","OKC",72,1533,285,0,136,30,0,0,22,0.16132858837485173,0.168944099378882,0
"Jerami Grant","OKC",80,1531,147,0,69,7,0,0,8,0.17692307692307693,0.2518248175182482,0
"Tim Frazier","NOP",65,1525,129,0,54,9,0,0,15,0.12026726057906459,0.16822429906542055,0
"Sergio Rodriguez","PHI",68,1517,27,8,7,5,0,0,5,0.013011152416356878,0.024475524475524476,0
"Shabazz Muhammad","MIN",78,1515,190,0,96,25,1,0,10,0.14477611940298507,0.183206106870229,0.00684931506849315
"Doug McDermott","OKC",66,1508,84,4,23,6,6,2,13,0.055984555984555984,0.07516339869281045,0.02830188679245283
"James Ennis III","MEM",64,1501,110,1,50,8,0,0,9,0.13774104683195593,0.22123893805309736,0
"Wayne Ellington","MIA",62,1500,43,14,7,1,2,0,5,0.015985790408525755,0.041916167664670656,0.005050505050505051
"Langston Galloway","SAC",74,1494,64,6,16,3,7,1,5,0.040780141843971635,0.064,0.022292993630573247
"Luol Deng","LAL",56,1486,63,0,32,8,1,0,2,0.07349665924276169,0.11307420494699646,0.006024096385542169
"David Lee","SAS",79,1477,113,0,63,19,0,0,3,0.13577586206896552,0.13577586206896552,0
"Anthony Tolliver","SAC",65,1477,82,0,30,2,4,1,7,0.08900523560209424,0.20134228187919462,0.017167381974248927
"Andrew Harrison","MEM",72,1474,194,0,84,8,4,0,11,0.2,0.3,0.025
"Larry Nance Jr.","LAL",63,1442,80,0,32,6,0,0,11,0.082687338501292,0.09116809116809117,0
"Glenn Robinson III","IND",69,1427,76,1,29,8,1,1,12,0.08356545961002786,0.12393162393162394,0.008
"Dirk Nowitzki","DAL",54,1424,112,14,29,9,3,0,22,0.0456490727532097,0.05930470347648262,0.014150943396226415
"Reggie Jackson","DET",52,1424,136,0,53,13,3,1,18,0.07788595271210014,0.09943714821763602,0.016129032258064516
"Willie Cauley-Stein","SAC",75,1421,151,0,70,17,0,0,14,0.13108614232209737,0.13157894736842105,0
"Kosta Koufos","SAC",71,1419,62,0,34,10,0,0,2,0.08173076923076923,0.0819277108433735,0
"Sam Dekker","HOU",77,1419,68,0,32,8,0,0,6,0.0706401766004415,0.12030075187969924,0
"Emmanuel Mudiay","DEN",55,1406,167,3,70,11,3,0,13,0.11908646003262642,0.16203703703703703,0.016574585635359115
"Channing Frye","CLE",74,1398,74,0,29,7,1,0,10,0.055248618784530384,0.14009661835748793,0.002976190476190476
"Jonathon Simmons","SAS",78,1392,132,0,55,4,0,0,13,0.11652542372881355,0.14864864864864866,0
"Jusuf Nurkic","POR",65,1391,210,0,97,20,0,0,18,0.15875613747954173,0.15901639344262294,0
"Dion Waiters","MIA",46,1384,127,1,56,17,2,0,13,0.08238636363636363,0.11498973305954825,0.009216589861751152
"Stanley Johnson","DET",77,1371,53,0,25,7,0,0,5,0.06527415143603134,0.1091703056768559,0
"Norman Powell","TOR",76,1368,159,0,77,12,2,1,7,0.1381118881118881,0.1934673366834171,0.011494252873563218
"Jason Terry","MIL",74,1365,29,3,13,2,0,0,1,0.051181102362204724,0.1566265060240964,0
"Jared Dudley","PHX",64,1362,65,0,13,1,6,0,11,0.0521978021978022,0.08387096774193549,0.028708133971291867
"Shaun Livingston","GSW",76,1345,60,0,31,11,0,0,5,0.09226190476190477,0.09309309309309309,0
"Jaylen Brown","BOS",78,1341,124,1,65,22,1,1,7,0.14163090128755365,0.19637462235649547,0.007407407407407408
"Spencer Dinwiddie","BKN",59,1334,159,1,59,13,12,2,11,0.19832402234636873,0.2388663967611336,0.10810810810810811
"Dwight Powell","DAL",77,1333,141,0,64,13,2,0,10,0.15348837209302327,0.1807909604519774,0.02631578947368421
"Kris Dunn","MIN",78,1333,59,0,23,5,0,0,9,0.06948640483383686,0.08914728682170543,0
"Dewayne Dedmon","SAS",76,1330,93,0,49,16,0,0,6,0.1678082191780822,0.1678082191780822,0
"Willy Hernangomez","NYK",72,1324,125,0,55,15,0,0,16,0.10891089108910891,0.11224489795918367,0
"Tyson Chandler","PHX",47,1298,124,0,56,9,0,0,12,0.20363636363636364,0.20363636363636364,0
"Kenneth Faried","DEN",61,1296,189,0,77,21,0,0,28,0.163135593220339,0.16523605150214593,0
"Manu Ginobili","SAS",69,1291,107,0,28,10,7,1,21,0.0755939524838013,0.12173913043478261,0.030042918454935622
"Marreese Speights","LAC",82,1286,137,0,61,11,1,0,12,0.10350584307178631,0.19003115264797507,0.0035971223021582736
"Randy Foye","BKN",69,1284,63,8,22,1,0,0,6,0.06358381502890173,0.15384615384615385,0
"Boris Diaw","UTA",73,1283,35,0,17,4,0,0,3,0.05,0.06563706563706563,0
"Corey Brewer","LAL",82,1281,68,0,38,10,0,0,1,0.10106382978723404,0.14728682170542637,0
"Terrence Jones","MIL",54,1271,170,0,89,26,0,0,9,0.16036036036036036,0.18541666666666667,0
"Zaza Pachulia","GSW",70,1268,126,0,63,10,0,0,5,0.175,0.17597765363128492,0
"Noah Vonleh","POR",74,1265,94,0,46,8,0,0,5,0.14935064935064934,0.1597222222222222,0
"Terry Rozier","BOS",74,1263,66,0,26,10,0,0,12,0.06088992974238876,0.10483870967741936,0
"Malcolm Delaney","ATL",73,1248,93,7,24,4,3,0,17,0.06569343065693431,0.08053691275167785,0.02654867256637168
"Caris LeVert","BKN",57,1237,93,0,41,7,0,0,9,0.09903381642512077,0.1782608695652174,0
"Mike Muscala","ATL",70,1237,64,1,23,7,0,0,12,0.06515580736543909,0.09465020576131687,0
"Jonas Jerebko","BOS",78,1232,37,1,14,1,0,0,5,0.05090909090909091,0.09655172413793103,0
"Kyle O'Quinn","NYK",79,1229,83,0,38,14,0,0,11,0.08695652173913043,0.09047619047619047,0
"Dante Exum","UTA",66,1228,73,0,37,9,0,0,4,0.09462915601023018,0.15289256198347106,0
"Justin Anderson","PHI",75,1227,129,0,59,9,3,1,7,0.12627291242362526,0.2,0.015306122448979591
"Meyers Leonard","POR",74,1222,40,0,6,1,0,0,15,0.015665796344647518,0.03529411764705882,0
