"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Monta Ellis","GSW",80,3227,431,15,176,38,7,2,43,0.10433295324971494,0.12846715328467154,0.018229166666666668
"LaMarcus Aldridge","POR",81,3212,444,0,198,46,0,0,47,0.1263560944479898,0.12823834196891193,0
"Luol Deng","CHI",82,3208,336,3,147,30,1,0,33,0.11626080125687353,0.15654952076677317,0.0029940119760479044
"Dorell Wright","GSW",82,3147,228,5,92,14,7,0,16,0.08042242079610074,0.12994350282485875,0.01338432122370937
"Blake Griffin","LAC",82,3112,695,0,320,84,0,0,70,0.19851116625310175,0.20151133501259447,0
"LeBron James","MIA",79,3063,663,15,272,77,0,0,91,0.1619047619047619,0.19414703783012136,0
"Kevin Durant","OKC",78,3038,675,54,214,40,25,2,81,0.1377521613832853,0.16486902927580893,0.057208237986270026
"Pau Gasol","LAL",82,3037,430,0,178,51,1,0,61,0.14342948717948717,0.14308681672025725,0.25
"Derrick Rose","CHI",81,3026,555,34,239,48,4,2,42,0.13575418994413407,0.17034925160370634,0.0103359173126615
"Al Jefferson","UTA",82,2941,289,0,158,57,0,0,15,0.11126760563380282,0.11126760563380282,0
"Dwight Howard","ORL",78,2935,915,0,391,80,0,0,110,0.28856088560885607,0.2900593471810089,0
"Jrue Holiday","PHI",82,2901,209,6,93,31,0,0,24,0.08765315739868049,0.11084624553039332,0
"Ray Allen","BOS",80,2890,219,58,54,14,5,3,29,0.05784313725490196,0.084375,0.013157894736842105
"Brook Lopez","NJN",82,2889,489,1,250,66,0,0,27,0.16744809109176156,0.1675603217158177,0
"Chris Paul","NOH",80,2880,384,33,93,29,8,0,85,0.101,0.11495673671199011,0.041884816753926704
"Mike Conley","MEM",81,2872,247,5,92,14,0,0,36,0.0892337536372454,0.11302211302211303,0
"Amar'e Stoudemire","NYK",78,2870,597,1,304,71,0,0,30,0.1772594752186589,0.17966903073286053,0
