"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Carmelo Anthony","NYK",55,1876,367,33,153,30,1,0,28,0.134029590948651,0.1619047619047619,0.004901960784313725
"Caron Butler","LAC",63,1871,107,4,42,6,3,1,9,0.06056527590847914,0.08677685950413223,0.011583011583011582
"Brandon Bass","BOS",59,1868,163,2,73,9,0,0,12,0.10488505747126436,0.10488505747126436,0
"Kevin Garnett","BOS",60,1864,189,10,70,9,0,0,24,0.08353221957040573,0.08443908323281062,0
"Gerald Henderson","CHA",55,1831,204,3,92,20,1,0,17,0.11683417085427136,0.12299465240641712,0.020833333333333332
"Alonzo Gee","CLE",63,1827,212,2,107,26,0,0,11,0.16930379746835442,0.21616161616161617,0
"Mario Chalmers","MIA",64,1825,101,13,23,6,2,0,21,0.048355899419729204,0.09019607843137255,0.007633587786259542
"Andre Miller","DEN",66,1809,169,7,70,13,0,0,18,0.11494252873563218,0.13307984790874525,0
"Chandler Parsons","HOU",63,1804,78,0,40,7,0,0,3,0.06872852233676977,0.09900990099009901,0
"Jose Calderon","TOR",53,1799,68,23,13,5,1,0,11,0.02880658436213992,0.03987730061349693,0.00625
"DeAndre Jordan","LAC",66,1798,141,0,50,11,0,0,26,0.136986301369863,0.13736263736263737,0
"Serge Ibaka","OKC",66,1792,118,0,56,12,0,0,9,0.10486891385767791,0.10546139359698682,0
"Kemba Walker","CHA",66,1792,213,7,87,16,3,2,22,0.10727056019070322,0.14215686274509803,0.013215859030837005
"Nicolas Batum","POR",59,1791,159,1,66,12,3,3,18,0.09928057553956834,0.15676959619952494,0.010948905109489052
"Marcus Thornton","SAC",51,1780,163,15,75,14,0,0,6,0.08680555555555555,0.13537906137184116,0
"O.J. Mayo","MEM",66,1771,172,12,58,9,3,0,22,0.07741116751269035,0.11372549019607843,0.01079136690647482
"JJ Redick","ORL",65,1764,157,16,47,6,5,2,21,0.08280254777070063,0.13165266106442577,0.01845018450184502
"Al Harrington","DEN",64,1761,176,0,80,16,0,0,16,0.0955794504181601,0.149812734082397,0
"Courtney Lee","HOU",58,1757,86,14,21,5,1,1,17,0.03691275167785235,0.055408970976253295,0.004608294930875576
"Thaddeus Young","PHI",63,1755,144,0,72,14,0,0,7,0.09664429530201342,0.09716599190283401,0
"Jordan Crawford","WAS",64,1753,203,19,86,22,0,0,17,0.09188034188034189,0.1297134238310709,0
"Goran Dragic","HOU",66,1752,190,2,66,14,0,0,35,0.10122699386503067,0.14666666666666667,0
"Luke Ridnour","MIN",53,1750,118,25,25,4,0,0,24,0.043782837127845885,0.059665871121718374,0
"Richard Jefferson","GSW",63,1748,85,4,31,4,0,0,12,0.06019417475728155,0.12601626016260162,0
"Kendrick Perkins","OKC",65,1744,112,0,50,8,0,0,10,0.16447368421052633,0.16447368421052633,0
"Devin Harris","UTA",63,1741,209,6,73,14,3,1,32,0.12603648424543948,0.18814432989690721,0.013953488372093023
"Elton Brand","PHI",60,1732,116,0,64,16,0,0,2,0.10174880763116058,0.10191082802547771,0
"Nick Young","LAC",62,1729,169,10,61,10,11,3,10,0.08540925266903915,0.11030741410488246,0.03793103448275862
"Metta World Peace","LAL",64,1720,115,0,50,12,1,0,12,0.10119047619047619,0.1592356687898089,0.005263157894736842
"Brandon Rush","GSW",65,1717,82,0,35,8,0,0,10,0.07056451612903226,0.1263537906137184,0
"Evan Turner","PHI",65,1712,108,0,48,16,0,0,14,0.07717041800643087,0.08376963350785341,0
"Ramon Sessions","LAL",64,1707,248,12,106,22,0,0,23,0.1633281972265023,0.19202898550724637,0
"Jameer Nelson","ORL",57,1706,88,4,25,5,3,0,15,0.04451510333863275,0.06329113924050633,0.01282051282051282
"Iman Shumpert","NYK",59,1705,109,0,41,15,2,0,18,0.07651245551601424,0.10173697270471464,0.012578616352201259
"Greivis Vasquez","NOH",66,1705,117,13,43,12,0,0,15,0.0776173285198556,0.1026252983293556,0
"Randy Foye","LAC",65,1682,85,2,32,8,1,0,12,0.04932735426008968,0.0943952802359882,0.0030303030303030303
"Lou Williams","PHI",64,1682,292,3,126,25,8,1,20,0.15056179775280898,0.1926605504587156,0.03389830508474576
"Channing Frye","PHX",64,1670,82,1,33,10,1,0,11,0.05337519623233909,0.08847184986595175,0.003787878787878788
"Jason Thompson","SAC",64,1657,181,0,92,22,0,0,10,0.1793372319688109,0.18003913894324852,0
"Isaiah Thomas","SAC",65,1655,185,5,51,10,4,1,39,0.08943089430894309,0.1297709923664122,0.018018018018018018
"Ersan Ilyasova","MIL",60,1655,183,1,85,15,2,0,11,0.13004484304932734,0.15315315315315314,0.017543859649122806
"Hedo Turkoglu","ORL",53,1653,95,0,37,7,2,0,11,0.07276119402985075,0.13405797101449277,0.007692307692307693
"Dorell Wright","GSW",61,1650,98,3,30,4,7,0,9,0.06618962432915922,0.11538461538461539,0.023411371237458192
"MarShon Brooks","NJN",56,1648,148,2,67,18,2,1,13,0.1,0.12430426716141002,0.013245033112582781
"Rodney Stuckey","DET",55,1643,320,20,147,36,0,0,21,0.2076271186440678,0.2433774834437086,0
"Jodie Meeks","PHI",66,1643,85,12,35,8,1,0,4,0.07272727272727272,0.15350877192982457,0.003745318352059925
"Zaza Pachulia","ATL",58,1640,158,0,73,13,0,0,13,0.18295739348370926,0.18295739348370926,0
"Anthony Morrow","NJN",62,1636,104,7,14,3,15,4,18,0.04264705882352941,0.03655352480417755,0.050505050505050504
"Ronnie Brewer","CHI",66,1635,100,0,43,6,2,0,7,0.09297520661157024,0.10411622276029056,0.028169014084507043
"Tim Duncan","SAS",58,1634,249,0,126,29,0,0,13,0.15180722891566265,0.15254237288135594,0
"Dwyane Wade","MIA",49,1625,297,12,137,22,1,0,15,0.14480587618048268,0.15290178571428573,0.017543859649122806
"Jamal Crawford","POR",60,1613,206,25,63,12,13,1,15,0.095,0.11931818181818182,0.04779411764705882
"Klay Thompson","GSW",66,1608,91,9,34,6,0,0,10,0.045576407506702415,0.07112970711297072,0
"Jason Richardson","ORL",54,1591,69,1,28,8,0,0,10,0.045454545454545456,0.08259587020648967,0
"Udonis Haslem","MIA",64,1589,102,6,37,4,0,0,13,0.09487179487179487,0.09487179487179487,0
"Ray Allen","BOS",46,1565,106,31,30,7,4,2,7,0.06563706563706563,0.10638297872340426,0.01694915254237288
"James Johnson","TOR",62,1561,115,0,59,13,0,0,5,0.10460992907801418,0.11706349206349206,0
"Kyrie Irving","CLE",51,1558,196,16,78,18,0,0,21,0.09665427509293681,0.125,0
"Amir Johnson","TOR",64,1553,84,0,36,10,0,0,11,0.09836065573770492,0.0997229916897507,0
"Amar'e Stoudemire","NYK",47,1543,243,2,127,34,0,0,11,0.17001338688085676,0.174931129476584,0
"Vince Carter","DAL",61,1542,115,2,49,7,3,0,7,0.08858603066439523,0.12928759894459102,0.014423076923076924
"Carlos Delfino","MIL",54,1537,48,0,23,5,1,0,2,0.05084745762711865,0.09913793103448276,0.004166666666666667
"JaVale McGee","DEN",61,1535,167,0,86,25,0,0,10,0.1402936378466558,0.1402936378466558,0
"Kawhi Leonard","SAS",64,1534,88,0,46,12,0,0,4,0.1050228310502283,0.1398176291793313,0
"Ed Davis","TOR",66,1534,106,0,54,14,0,0,6,0.144,0.1443850267379679,0
"Jarrett Jack","NOH",45,1530,148,10,47,9,1,0,25,0.07717041800643087,0.09233791748526522,0.008849557522123894
"Tony Allen","MEM",58,1525,175,3,78,16,0,0,16,0.15294117647058825,0.16115702479338842,0
"Danny Green","SAS",66,1522,100,1,42,11,0,0,13,0.08267716535433071,0.15328467153284672,0
"Kyle Lowry","HOU",47,1510,198,4,68,13,5,1,29,0.12762237762237763,0.19047619047619047,0.023255813953488372
"Derek Fisher","OKC",63,1508,67,0,21,4,3,0,10,0.06521739130434782,0.08203125,0.026785714285714284
"Marvin Williams","ATL",57,1499,146,11,52,9,0,0,20,0.10136452241715399,0.14285714285714285,0
"Shane Battier","MIA",65,1499,37,0,5,0,1,1,13,0.020202020202020204,0.043859649122807015,0.00546448087431694
"Patrick Patterson","HOU",64,1483,57,0,25,3,0,0,5,0.04690431519699812,0.04716981132075472,0
"Al-Farouq Aminu","NOH",66,1477,114,1,55,13,0,0,8,0.13513513513513514,0.1527777777777778,0
"Mo Williams","LAC",52,1472,80,12,20,6,4,1,12,0.03821656050955414,0.05181347150259067,0.01652892561983471
"Kyle Korver","CHI",65,1469,66,15,6,2,1,0,19,0.016786570743405275,0.041379310344827586,0.003676470588235294
"Drew Gooden","MIL",56,1469,206,0,94,17,1,0,17,0.1292517006802721,0.13843888070692195,0.017857142857142856
"Wesley Johnson","MIN",65,1468,34,0,16,5,1,0,2,0.04156479217603912,0.06694560669456066,0.0058823529411764705
"Jonas Jerebko","DET",64,1468,124,1,54,9,0,0,12,0.10843373493975904,0.1377551020408163,0
"Jason Maxiell","DET",65,1466,106,0,50,8,0,0,7,0.11764705882352941,0.1182033096926714,0
"Byron Mullens","CHA",65,1465,112,1,50,9,0,0,10,0.07911392405063292,0.08605851979345955,0
"Bismack Biyombo","CHA",63,1455,143,0,65,15,0,0,14,0.19817073170731708,0.19817073170731708,0
"Samuel Dalembert","HOU",65,1447,113,0,55,5,0,0,4,0.12359550561797752,0.12387387387387387,0
"Mike Dunleavy","MIL",55,1445,143,6,50,8,9,2,12,0.10669077757685352,0.14792899408284024,0.04186046511627907
"Derrick Brown","CHA",65,1443,141,0,71,19,0,0,9,0.1540130151843818,0.16247139588100687,0
"Tyler Hansbrough","IND",66,1442,278,0,127,30,0,0,27,0.2204861111111111,0.22086956521739132,0
"Matt Barnes","LAL",63,1440,128,0,48,8,0,0,20,0.11241217798594848,0.16608996539792387,0
"Chris Singleton","WAS",66,1431,44,0,16,4,0,0,8,0.04938271604938271,0.08121827411167512,0
"Glen Davis","ORL",61,1427,167,0,86,20,0,0,8,0.14333333333333334,0.14675767918088736,0
"Boris Diaw","SAS",57,1425,35,0,16,1,0,0,2,0.04371584699453552,0.0599250936329588,0
"Tristan Thompson","CLE",60,1424,192,0,93,16,0,0,11,0.1791907514450867,0.17988394584139264,0
"Derrick Williams","MIN",66,1418,195,0,98,21,6,2,3,0.17962003454231434,0.2242562929061785,0.04225352112676056
"D.J. Augustin","CHA",48,1408,120,20,37,5,1,0,14,0.07307692307692308,0.10882352941176471,0.005555555555555556
"Ricky Rubio","MIN",41,1404,157,3,40,5,3,0,35,0.10070257611241218,0.12121212121212122,0.030927835051546393
"Shannon Brown","PHX",59,1400,99,11,39,7,5,0,1,0.06929133858267716,0.08823529411764706,0.025906735751295335
"Ben Gordon","DET",52,1398,136,17,54,13,2,1,10,0.0979020979020979,0.12735849056603774,0.013513513513513514
"Leandro Barbosa","IND",64,1381,124,8,50,13,1,1,14,0.07566765578635015,0.0992063492063492,0.0058823529411764705
"Jason Kidd","DAL",48,1379,28,3,5,0,1,0,6,0.021505376344086023,0.09090909090909091,0.004464285714285714
"Grant Hill","PHX",49,1378,109,1,51,6,0,0,6,0.1028225806451613,0.11512415349887133,0
"Derrick Favors","UTA",65,1376,194,0,97,18,0,0,9,0.1851145038167939,0.1851145038167939,0
"Derrick Rose","CHI",39,1375,239,13,100,21,3,1,20,0.1327319587628866,0.16638935108153077,0.017142857142857144
"Chris Kaman","NOH",47,1372,107,0,47,9,0,0,11,0.07401574803149606,0.07401574803149606,0
"Avery Bradley","BOS",64,1368,78,0,39,8,0,0,4,0.09006928406466513,0.10290237467018469,0
"DeJuan Blair","SAS",64,1363,119,0,54,13,0,0,12,0.09908256880733946,0.09926470588235294,0
"Marcus Camby","HOU",59,1352,64,0,28,10,0,0,9,0.09180327868852459,0.09333333333333334,0
"Danilo Gallinari","DEN",43,1351,209,5,81,10,0,0,26,0.15083798882681565,0.2288135593220339,0
"Trevor Ariza","NOH",41,1350,102,0,45,9,0,0,11,0.10250569476082004,0.1278409090909091,0
"Joel Anthony","MIA",64,1350,71,0,34,3,0,0,3,0.18579234972677597,0.18579234972677597,0
"Marreese Speights","MEM",60,1345,109,0,56,11,0,0,4,0.1050656660412758,0.10566037735849057,0
"Omri Casspi","CLE",65,1341,108,0,53,8,0,0,5,0.11597374179431072,0.18339100346020762,0
"Matt Bonner","SAS",65,1326,21,1,4,0,2,0,3,0.016853932584269662,0.038461538461538464,0.007936507936507936
"Nick Collison","OKC",63,1307,62,0,29,6,0,0,6,0.12946428571428573,0.13004484304932734,0
"Chase Budinger","HOU",58,1298,70,2,29,9,1,0,8,0.06097560975609756,0.10661764705882353,0.004545454545454545
"Ekpe Udoh","MIL",61,1290,114,0,52,9,1,0,8,0.15634218289085547,0.15476190476190477,0.3333333333333333
"Corey Brewer","DEN",59,1287,130,0,55,10,4,0,9,0.115234375,0.14435695538057744,0.030534351145038167
"Taj Gibson","CHI",63,1284,135,0,65,9,0,0,7,0.14130434782608695,0.14130434782608695,0
"Anthony Parker","CLE",51,1280,56,1,22,3,0,0,7,0.06376811594202898,0.10628019323671498,0
"Shelden Williams","NJN",58,1276,104,0,45,8,0,0,11,0.18907563025210083,0.18907563025210083,0
"George Hill","IND",50,1274,117,4,42,9,2,0,16,0.10602409638554217,0.15789473684210525,0.013422818791946308
"Nikola Pekovic","MIN",47,1264,187,0,89,19,0,0,14,0.16984732824427481,0.16984732824427481,0
"Kevin Martin","HOU",40,1264,179,13,65,9,1,0,21,0.1111111111111111,0.1766304347826087,0.004424778761061947
"Trevor Booker","WAS",50,1261,93,0,42,13,0,0,11,0.11351351351351352,0.11413043478260869,0
"Norris Cole","MIA",65,1260,85,6,35,9,0,0,9,0.07352941176470588,0.0875,0
"John Salmons","SAC",46,1250,45,0,19,3,0,0,5,0.05263157894736842,0.07630522088353414,0
"JJ Hickson","POR",54,1244,134,0,69,14,0,0,5,0.15436241610738255,0.1550561797752809,0
"Steve Blake","LAL",53,1237,27,2,5,0,1,0,6,0.021897810218978103,0.043478260869565216,0.006289308176100629
"Kirk Hinrich","ATL",48,1237,32,3,13,3,0,0,3,0.04262295081967213,0.07692307692307693,0
"Markieff Morris","PHX",63,1227,106,1,49,11,0,0,9,0.10337552742616034,0.14,0
"Chris Duhon","ORL",63,1226,21,1,4,1,1,0,5,0.024154589371980676,0.04597701149425287,0.008333333333333333
"Stephen Jackson","SAS",47,1212,114,1,50,8,1,0,9,0.10897435897435898,0.16835016835016836,0.005847953216374269
"Gary Neal","SAS",56,1206,64,2,22,10,2,0,11,0.048,0.07333333333333333,0.01
"Nate Robinson","GSW",51,1192,113,7,38,7,1,0,17,0.0755813953488372,0.11377245508982035,0.005494505494505495
"Kevin Seraphin","WAS",57,1176,70,0,35,6,0,0,3,0.0851581508515815,0.08536585365853659,0
"C.J. Watson","CHI",49,1159,104,7,44,3,0,0,6,0.09205020920502092,0.14426229508196722,0
"Rodrigue Beaubois","DAL",53,1150,69,0,29,9,0,0,10,0.06236559139784946,0.08708708708708708,0
"Brendan Haywood","DAL",54,1146,96,0,47,8,0,0,5,0.1760299625468165,0.1760299625468165,0
"CJ Miles","UTA",56,1145,136,12,53,7,1,0,11,0.10546875,0.14681440443213298,0.006622516556291391
"Martell Webster","MIN",47,1140,72,1,27,4,3,1,7,0.10101010101010101,0.14516129032258066,0.02702702702702703
"Ian Mahinmi","DAL",61,1139,147,0,71,12,0,0,9,0.23905723905723905,0.23986486486486486,0
"Jimmer Fredette","SAC",61,1135,48,8,20,2,0,0,1,0.04310344827586207,0.08064516129032258,0
"Dominic McGuire","GSW",64,1127,53,1,21,4,0,0,7,0.09251101321585903,0.09417040358744394,0
"Dante Cunningham","MEM",64,1124,69,0,33,8,0,0,6,0.10855263157894737,0.10927152317880795,0
"Tiago Splitter","SAS",59,1121,181,0,93,23,0,0,9,0.22518159806295399,0.22518159806295399,0
"Nene","WAS",39,1110,168,0,79,18,0,0,14,0.17400881057268722,0.17555555555555555,0
"DJ White","CHA",58,1098,61,0,30,3,0,0,2,0.07894736842105263,0.079155672823219,0
"Shaun Livingston","MIL",58,1092,79,1,37,12,0,0,8,0.125,0.12627986348122866,0
"Gustavo Ayon","NOH",54,1088,63,0,29,10,0,0,8,0.10357142857142858,0.1039426523297491,0
"Michael Beasley","MIN",47,1087,95,0,48,9,0,0,4,0.08955223880597014,0.1103448275862069,0
"Beno Udrih","MIL",59,1080,55,0,19,5,0,0,11,0.05491329479768786,0.06620209059233449,0
"Jan Vesely","WAS",57,1078,62,0,32,10,0,0,4,0.13333333333333333,0.13389121338912133,0
"Delonte West","DAL",44,1060,70,2,29,7,0,0,9,0.07591623036649214,0.09477124183006536,0
"Linas Kleiza","TOR",49,1057,100,4,37,8,2,0,12,0.08843537414965986,0.1423076923076923,0.011049723756906077
"Dahntay Jones","IND",65,1052,99,12,42,8,1,0,4,0.1360759493670886,0.17647058823529413,0.01282051282051282
"Chuck Hayes","SAC",54,1040,39,0,20,5,0,0,2,0.10810810810810811,0.1092896174863388,0
"Kenneth Faried","DEN",46,1037,164,0,72,12,0,0,16,0.1951219512195122,0.1951219512195122,0
"Earl Watson","UTA",50,1032,46,1,16,3,0,0,8,0.09248554913294797,0.1322314049586777,0
"J.J. Barea","MIN",41,1032,98,2,43,8,0,0,9,0.09492273730684327,0.13870967741935483,0
"Andrea Bargnani","TOR",31,1032,173,6,77,13,2,2,12,0.14416058394160583,0.17782909930715934,0.017391304347826087
"Lamar Odom","DAL",50,1027,98,0,42,6,4,0,4,0.11825192802056556,0.15328467153284672,0.034782608695652174
"Steve Novak","NYK",54,1020,26,7,0,0,3,2,7,0.008875739644970414,0,0.01060070671378092
"Tyrus Thomas","CHA",54,1013,83,0,41,6,0,0,4,0.1132596685082873,0.11420612813370473,0
"Luc Mbah a Moute","MIL",43,1009,103,0,51,12,0,0,7,0.17,0.17229729729729729,0
"Quincy Pondexter","MEM",64,1002,53,0,23,3,0,0,5,0.0888030888030888,0.12365591397849462,0
"Carl Landry","NOH",41,999,184,0,95,26,0,0,10,0.22041763341067286,0.2219626168224299,0
"Josh Howard","UTA",43,991,96,9,37,5,0,0,9,0.09414758269720101,0.10393258426966293,0
"Daequan Cook","OKC",57,989,22,0,3,0,4,1,3,0.023178807947019868,0.04225352112676056,0.017316017316017316
"Ben Wallace","DET",62,980,47,0,9,1,0,0,15,0.09574468085106383,0.1,0
"Wayne Ellington","MIN",51,973,40,1,17,5,0,0,5,0.054140127388535034,0.0825242718446602,0
"Omer Asik","CHI",66,971,103,0,51,11,0,0,7,0.2602040816326531,0.2602040816326531,0
"JR Smith","NYK",35,967,55,0,24,5,0,0,6,0.05660377358490566,0.1038961038961039,0
"DeShawn Stevenson","NJN",51,960,16,0,3,1,3,0,1,0.03389830508474576,0.10344827586206896,0.02027027027027027
"Troy Murphy","LAL",59,956,9,0,5,1,0,0,0,0.02857142857142857,0.046296296296296294,0
"Jason Smith","NOH",40,947,47,0,21,5,0,0,5,0.057692307692307696,0.059154929577464786,0
"Jeremy Lin","NYK",35,940,183,3,69,16,0,0,29,0.15825688073394495,0.19113573407202217,0
"Kenyon Martin","LAC",42,940,54,0,20,0,0,0,7,0.08333333333333333,0.0881057268722467,0
"Alec Burks","UTA",59,939,143,12,62,13,0,0,10,0.15270935960591134,0.17174515235457063,0
"Ivan Johnson","ATL",56,934,100,0,52,20,0,0,8,0.16938110749185667,0.17275747508305647,0
"Willie Green","ATL",53,922,56,0,28,6,0,0,3,0.08069164265129683,0.11965811965811966,0
"Damien Wilkins","DET",60,922,54,0,28,6,0,0,2,0.13023255813953488,0.14583333333333334,0
"Mickael Pietrus","BOS",42,921,31,0,11,1,0,0,5,0.039285714285714285,0.11224489795918367,0
"Spencer Hawes","PHI",37,920,55,0,24,5,0,0,6,0.07100591715976332,0.0736196319018405,0
"Johan Petro","NJN",59,920,37,0,15,1,0,0,4,0.05474452554744526,0.054945054945054944,0
"Daniel Gibson","CLE",35,916,43,2,6,0,3,0,10,0.03501945525291829,0.05217391304347826,0.02112676056338028
"Thabo Sefolosha","OKC",42,914,43,0,21,5,1,0,2,0.12790697674418605,0.21,0.013888888888888888
"Robin Lopez","PHX",64,895,139,0,62,10,0,0,14,0.19314641744548286,0.19314641744548286,0
"Sebastian Telfair","PHX",60,894,67,3,32,8,2,1,2,0.09264305177111716,0.12260536398467432,0.018867924528301886
