"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Allen Iverson","PHI",82,3484,736,26,264,43,3,0,107,0.12338262476894639,0.14208826695371368,0.00980392156862745
"Kobe Bryant","LAL",82,3404,713,50,267,51,6,1,82,0.12727272727272726,0.14702643171806168,0.0182370820668693
"Shawn Marion","PHX",81,3375,295,57,95,26,1,1,36,0.06254071661237785,0.08112724167378309,0.0027472527472527475
"Jalen Rose","CHI",82,3352,467,52,162,38,2,1,63,0.09601873536299765,0.1201780415430267,0.005555555555555556
"Jamal Mashburn","NOH",82,3326,369,40,125,33,0,0,56,0.07449344457687723,0.09110787172011661,0
"Kevin Garnett","MIN",82,3322,502,14,218,57,0,0,55,0.13276492082825822,0.13876511775938893,0
"Steve Francis","HOU",81,3322,595,14,228,43,0,0,85,0.1523046092184369,0.18138424821002386,0
"Stephon Marbury","PHX",81,3248,467,8,181,41,2,1,67,0.10951526032315978,0.13173216885007277,0.006734006734006734
"Antoine Walker","BOS",78,3236,286,0,127,33,0,0,32,0.0770631067961165,0.11913696060037524,0
"Antawn Jamison","GSW",82,3229,475,17,172,35,1,0,75,0.10752019888129273,0.12294496068620443,0.004761904761904762
"Gary Payton","MIL",80,3210,352,4,151,40,0,0,42,0.09575142675967026,0.1082437275985663,0
"Tim Duncan","SAS",81,3183,634,2,276,65,0,0,74,0.17217716781035558,0.174573055028463,0
"Ricky Davis","CLE",79,3137,465,43,162,33,0,0,66,0.10131332082551595,0.11612903225806452,0
"Dirk Nowitzki","DAL",80,3121,548,18,222,52,7,2,60,0.13762019230769232,0.17494089834515367,0.017721518987341773
"Allan Houston","NYK",82,3110,395,60,126,34,3,0,54,0.08269230769230769,0.11382113821138211,0.006622516556291391
"Eric Snow","PHI",82,3109,379,23,131,24,1,0,58,0.14553472987872107,0.14988558352402745,0.030303030303030304
"Paul Pierce","BOS",79,3097,753,51,309,80,5,1,75,0.17205479452054795,0.21608391608391608,0.012658227848101266
"Jason Terry","ATL",81,3084,292,35,94,9,0,0,38,0.0766721044045677,0.11823899371069183,0
"Shareef Abdur-Rahim","ATL",81,3080,541,6,235,41,0,0,53,0.17066085693536673,0.17843583902809415,0
"Rashard Lewis","SEA",77,3041,345,21,121,25,2,0,50,0.09863672814755413,0.11770428015564202,0.0091324200913242
"Cuttino Mobley","HOU",73,3041,282,40,92,25,1,0,41,0.08193832599118943,0.11274509803921569,0.003134796238244514
"Michael Jordan","WAS",82,3029,324,5,133,24,0,0,38,0.0812958435207824,0.08412397216951296,0
"Jason Kidd","NJN",80,2989,403,69,120,29,5,1,55,0.09335324869305452,0.12435233160621761,0.013368983957219251
"Tracy McGrady","ORL",75,2950,726,4,300,64,20,2,65,0.1548137397194001,0.18738288569643974,0.04291845493562232
"Pau Gasol","MEM",82,2946,565,1,235,59,0,0,77,0.18188854489164086,0.18330733229329174,0
"Morris Peterson","TOR",82,2945,247,6,110,28,3,1,22,0.09766637856525497,0.13563501849568435,0.008670520231213872
